loss/dynamics_holdout_loss,loss/dynamics_train_loss,timestep
0.010267718,-37.28521650164555,1
0.0072418316,-48.88233201246995,2
0.0058140145,-52.350595869406675,3
0.0051063397,-54.42649603036734,4
0.004531921,-55.768130141038164,5
0.0041336818,-56.881384852482725,6
0.003899829,-57.77594254615979,7
0.0035619356,-58.53518633720202,8
0.0033922284,-59.14687771430383,9
0.003225128,-59.70094330518673,10
0.0030255872,-60.19493530077812,11
